"date","platform","campaign_type","ad_spend","revenue","conversions","impressions","clicks"
"2024-02-20","Google Ads","Shopping","17554.22","23788.98","206","147727","7534"
"2024-03-10","TikTok Ads","Search","12075.72","242039.99","880","179818","11724"
"2024-10-25","Google Ads","Display","9866.39","30091.81","116","158481","6053"
"2024-06-10","TikTok Ads","Search","400.9","12031.35","67","12784","1055"
"2024-12-11","Meta Ads","Video","4196.08","20949.79","83","117169","3304"
"2024-01-17","Meta Ads","Video","7363.1","47430.11","186","190928","5078"
"2024-12-12","Google Ads","Search","2465.6","3324.76","53","38512","1840"
"2024-02-11","Meta Ads","Video","3601.86","6838.55","108","92986","2082"
"2024-04-29","Meta Ads","Search","1102","21781.43","75","80589","1160"
"2024-07-19","Meta Ads","Display","10287.72","96504.49","327","140475","5043"
"2024-09-09","Google Ads","Video","2912.14","1064.02","30","103348","1891"
"2024-01-17","Meta Ads","Search","3737.88","51755.16","259","100343","3461"
"2024-07-21","TikTok Ads","Display","19941.68","281693.26","1151","179039","14663"
"2024-04-20","Meta Ads","Display","279","1347.41","10","13100","186"
"2024-02-04","Google Ads","Search","11854.92","19874.34","120","167198","5132"
"2024-09-08","Meta Ads","Video","1350.72","1411.24","39","35755","672"
"2024-04-17","Google Ads","Display","18503.32","110744.54","478","177420","7646"
"2024-02-21","Google Ads","Search","8672.55","24006.78","128","195067","9129"
"2024-01-30","Google Ads","Display","3894.04","6345.04","48","44435","1453"
"2024-04-04","TikTok Ads","Search","1169","25654.56","143","57448","2338"
"2024-01-06","Google Ads","Video","3887.47","15835.46","118","139158","3061"
"2024-02-29","Meta Ads","Display","10149.1","68709.26","286","148463","4810"
"2024-01-27","Meta Ads","Search","986.12","2874.83","15","30123","554"
"2024-01-05","Meta Ads","Shopping","4235.91","9781.28","99","139257","2631"
"2024-07-06","Google Ads","Search","5709.33","39533.49","194","103053","2607"
"2024-02-29","Google Ads","Display","2206.05","6735.72","55","44140","2101"
"2024-07-04","Meta Ads","Display","987.16","5727.99","43","88698","1073"
"2024-01-12","Meta Ads","Display","1051.05","3848.31","35","182011","1911"
"2024-01-20","TikTok Ads","Display","775.92","11729.57","59","29180","1464"
"2024-01-13","Meta Ads","Video","3983.92","52398.49","195","138686","2621"
"2024-09-22","Google Ads","Search","13333.44","75491.87","255","181976","7752"
"2024-12-10","Google Ads","Shopping","4555.32","37434.38","215","103902","3927"
"2024-04-05","TikTok Ads","Display","7136.21","62261.45","229","132081","10051"
"2024-05-18","Meta Ads","Video","143.22","779.52","5","25077","341"
"2024-04-16","Meta Ads","Video","2720.04","31787.48","229","113987","3579"
"2024-03-20","Meta Ads","Shopping","341.22","738.37","4","14705","363"
"2024-06-02","Google Ads","Search","800.8","3274.44","30","16955","440"
"2024-09-22","Meta Ads","Display","5345.36","8408.45","53","127082","2452"
"2024-02-13","Meta Ads","Video","1601.1","5383.27","25","57299","1186"
"2024-06-19","Meta Ads","Shopping","7083.98","28100.44","149","134986","4346"
"2024-07-22","Google Ads","Display","1051.25","2269.78","43","12546","725"
"2024-05-27","Google Ads","Search","19068.6","57767.01","361","161554","6252"
"2024-01-25","Meta Ads","Search","778.96","3860.75","17","27499","728"
"2024-12-20","TikTok Ads","Display","5246.55","85268.07","373","153936","5895"
"2024-04-07","TikTok Ads","Display","1970.54","22069.99","126","41232","1859"
"2024-02-16","Meta Ads","Video","8808.24","48389.85","226","133088","5243"
"2024-04-18","Meta Ads","Search","632.4","2116.06","9","33082","340"
"2024-04-16","Meta Ads","Display","5578.86","10121.88","203","179504","5026"
"2024-06-11","Meta Ads","Shopping","480.6","465.35","11","16344","534"
"2024-03-05","TikTok Ads","Display","16181.76","148695.91","584","196312","12642"
"2024-10-31","TikTok Ads","Shopping","601.02","2568.51","50","17626","1113"
"2024-05-22","Meta Ads","Shopping","658.95","2614.49","23","46603","955"
"2024-01-28","Meta Ads","Search","3383.76","62162.63","216","113878","3678"
"2024-05-24","Meta Ads","Display","3268.95","7478.3","177","196354","2945"
"2024-07-25","Meta Ads","Video","3751.76","23854.38","129","62194","2039"
"2024-11-17","TikTok Ads","Shopping","2506.65","29064.28","150","56069","2949"
"2024-07-18","Meta Ads","Search","201.52","7330.28","35","18706","458"
"2024-03-22","TikTok Ads","Video","5557.2","57395.9","195","49390","3368"
"2024-07-19","Google Ads","Shopping","737.6","642.97","5","23773","461"
"2024-09-03","Meta Ads","Search","1166.14","4432.12","17","19959","586"
"2024-01-30","Meta Ads","Display","8830.08","28494.38","260","166155","6048"
"2024-02-28","TikTok Ads","Shopping","3045.7","24319.42","222","50819","3206"
"2024-08-28","Google Ads","Display","574.91","1137.71","17","15796","301"
"2024-02-24","TikTok Ads","Display","6935.56","111531.65","663","133422","8458"
"2024-04-28","Meta Ads","Video","2935.14","18246.01","155","181026","2769"
"2024-03-17","Meta Ads","Shopping","1097.47","2856.1","54","57784","907"
"2024-06-22","Meta Ads","Search","2546.64","32752.99","146","81023","1944"
"2024-07-08","Google Ads","Shopping","7898.75","20925.73","83","93623","6319"
"2024-05-12","TikTok Ads","Search","14915.94","139364.5","570","118483","8826"
"2024-04-30","Google Ads","Shopping","27072.16","33297.83","495","155018","9146"
"2024-11-03","Google Ads","Search","2209.68","11111.12","54","13614","744"
"2024-12-16","Google Ads","Display","267.75","1275.11","7","7594","225"
"2024-08-16","TikTok Ads","Search","2721.36","30797.18","445","161640","5916"
"2024-12-23","Google Ads","Video","6991.31","29891.75","137","83845","2599"
"2024-05-17","Google Ads","Display","23595.72","116291.87","401","195610","9956"
"2024-09-14","Google Ads","Display","8004.28","6979.61","84","63812","2686"
"2024-08-28","Google Ads","Video","1802.5","1849.39","25","33794","1030"
"2024-06-15","Meta Ads","Shopping","2051.46","27550.99","207","130056","3537"
"2024-12-29","Google Ads","Shopping","12260.51","8351.95","153","149438","3287"
"2024-01-17","Meta Ads","Shopping","2148.9","2916.11","34","185750","1653"
"2024-07-29","Meta Ads","Video","888.93","1738.76","48","24750","747"
"2024-11-16","TikTok Ads","Shopping","4055.3","24443.12","150","66262","3790"
"2024-05-09","TikTok Ads","Video","5866.83","55705.28","474","126854","7243"
"2024-09-19","Meta Ads","Video","392.63","1500.74","6","32559","553"
"2024-07-27","Google Ads","Search","5306.14","21584.82","90","85729","1757"
"2024-12-08","Meta Ads","Shopping","2585.55","31358.68","110","126432","1567"
"2024-03-28","Meta Ads","Search","993.32","6376.7","28","196595","2614"
"2024-09-24","Meta Ads","Search","646.38","716.51","7","14028","342"
"2024-03-21","Google Ads","Display","9852.7","14283","161","77964","2915"
"2024-04-12","Google Ads","Search","11490.77","13056.26","79","102677","3131"
"2024-12-29","Google Ads","Search","3532.5","11545.1","78","137737","3925"
"2024-05-05","Google Ads","Shopping","3366.8","32280.5","187","93534","3544"
"2024-06-17","Google Ads","Video","17180.28","74747.49","574","127475","7342"
"2024-09-09","Google Ads","Display","2303.94","20788.45","140","82700","2679"
"2024-05-19","TikTok Ads","Shopping","2504.25","47954.95","336","96432","7155"
"2024-12-06","TikTok Ads","Shopping","2622.8","49646.11","345","154656","6557"
"2024-06-22","Google Ads","Video","12719.14","61322.57","280","115415","3866"
"2024-09-14","Google Ads","Search","4934.16","50937.22","205","157963","5607"
"2024-06-06","Meta Ads","Video","3470.96","11449.27","44","133684","2018"
"2024-01-05","Google Ads","Shopping","3259.96","9230.05","36","20091","956"
"2024-12-19","Google Ads","Display","15541.68","34256.99","132","126946","6728"
"2024-12-30","TikTok Ads","Search","766.36","1064.02","18","8311","476"
"2024-04-26","Google Ads","Video","18249.84","24525.17","347","140091","7242"
"2024-05-16","TikTok Ads","Shopping","4109.08","84859.67","291","140121","4778"
"2024-07-31","Meta Ads","Display","14688.84","57570.61","302","159301","6738"
"2024-01-16","TikTok Ads","Shopping","1402.88","10447.12","66","88940","4384"
"2024-08-04","Meta Ads","Search","4277.2","32920.35","338","194287","5032"
"2024-02-08","TikTok Ads","Search","1320.2","3388.21","52","17911","1148"
"2024-07-22","Meta Ads","Display","316.2","1238.47","10","9909","170"
"2024-01-18","TikTok Ads","Search","6638.16","151081.09","508","168616","6508"
"2024-09-29","Meta Ads","Shopping","2539.52","12521.54","236","139346","4096"
"2024-03-15","Meta Ads","Search","3321.01","5063.31","47","98740","1589"
"2024-06-02","TikTok Ads","Video","1776.6","21647.86","74","26471","1890"
"2024-07-25","Meta Ads","Display","6692.04","18304.27","75","174048","3846"
"2024-04-01","Meta Ads","Search","174.8","1921.06","9","8877","230"
"2024-05-13","Meta Ads","Shopping","1773.67","7341.13","32","32488","919"
"2024-11-10","Google Ads","Search","8552.85","31448.71","193","77968","3001"
"2024-07-31","TikTok Ads","Video","146.94","1480.61","29","10156","474"
"2024-03-23","Meta Ads","Display","2038.12","8830.01","137","63676","1757"
"2024-06-29","Google Ads","Video","3449.84","4267.11","58","93545","2974"
"2024-02-18","Meta Ads","Display","227.76","1461.2","7","8671","156"
"2024-04-06","Meta Ads","Video","1118.88","5774.95","62","95930","1554"
"2024-07-23","Google Ads","Display","12473.24","33721.52","131","73683","3757"
"2024-07-17","Meta Ads","Shopping","8238.75","14211.23","200","152932","6591"
"2024-03-01","TikTok Ads","Shopping","2162.65","9238.12","259","125354","6179"
"2024-09-06","Google Ads","Shopping","25548.03","127981.37","458","193613","9157"
"2024-11-25","Google Ads","Display","5805.84","22164.01","143","158138","2846"
"2024-06-28","Google Ads","Video","5355.64","46646.16","195","134814","2804"
"2024-02-19","Google Ads","Search","4116.51","35080.15","148","102366","2589"
"2024-05-24","Meta Ads","Display","3935.25","35387.51","184","159044","2385"
"2024-04-22","TikTok Ads","Shopping","1310.4","16668.75","68","35932","1440"
"2024-04-01","TikTok Ads","Display","4231","42291.58","172","116561","4231"
"2024-07-07","Meta Ads","Shopping","58","661.12","3","8608","100"
"2024-08-19","Meta Ads","Search","1007.94","5907.29","21","19284","642"
"2024-03-07","Meta Ads","Display","2625.48","16956.51","76","161764","2652"
"2024-12-11","TikTok Ads","Video","2331","76092.65","467","116045","6660"
"2024-06-06","Meta Ads","Shopping","4809.68","16290.15","102","61395","2038"
"2024-04-02","Google Ads","Shopping","17038.58","25438.17","121","119183","5041"
"2024-10-04","Meta Ads","Search","1252.86","5626.79","36","26747","1099"
"2024-12-16","Meta Ads","Display","7394.66","72430.36","245","157898","3094"
"2024-06-27","Meta Ads","Search","1489.86","4108.2","50","49456","801"
"2024-02-17","Google Ads","Video","16512.3","64497.69","332","150213","5242"
"2024-01-07","Google Ads","Shopping","9014.8","2210.35","47","73305","3635"
"2024-06-22","TikTok Ads","Display","7445.1","18190.79","121","187663","10790"
"2024-10-31","TikTok Ads","Display","7673.9","85397.14","465","85066","5903"
"2024-02-05","Google Ads","Shopping","515.1","161.02","4","12045","255"
"2024-05-08","Google Ads","Video","9887.01","43235.35","182","77796","3703"
"2024-02-05","TikTok Ads","Shopping","2159.73","16003.58","94","90443","3789"
"2024-03-17","Meta Ads","Display","1174.8","2258.16","14","52838","660"
"2024-06-13","Meta Ads","Video","2392.48","3680.82","32","61284","1574"
"2024-01-02","Meta Ads","Search","5591.04","31041.33","296","163624","4368"
"2024-06-08","Meta Ads","Display","5221.45","8945.17","165","194674","3601"
"2024-09-17","Meta Ads","Search","301.84","362.78","8","15485","196"
"2024-03-17","Google Ads","Search","21129.96","24562.44","534","138154","9518"
"2024-05-29","TikTok Ads","Video","3523.08","12940.72","110","76922","2669"
"2024-08-12","Google Ads","Shopping","1120.08","11863.61","44","13947","718"
"2024-11-08","Google Ads","Display","21280.49","27461.46","118","199164","6671"
"2024-09-21","Meta Ads","Shopping","1733.49","8635.5","56","138018","1683"
"2024-03-03","Meta Ads","Shopping","1754.91","6128.54","51","161408","1581"
"2024-10-29","TikTok Ads","Shopping","2846.4","31192.02","150","130811","8895"
"2024-06-27","Meta Ads","Display","1404.03","18763.62","87","140460","2753"
"2024-03-21","Meta Ads","Shopping","1662.64","11619.48","47","119731","2969"
"2024-10-12","Meta Ads","Search","2424.01","11780.01","80","61437","1087"
"2024-08-29","Google Ads","Search","1678.32","19268.21","133","37827","2072"
"2024-06-24","Google Ads","Display","18309.8","84316.14","362","180848","5515"
"2024-02-19","Google Ads","Video","2989.44","3408.09","51","30545","1728"
"2024-07-26","TikTok Ads","Shopping","1176.26","18823.45","81","21643","1142"
"2024-02-06","Meta Ads","Display","823.68","1791.65","13","58164","936"
"2024-04-09","Meta Ads","Shopping","2179.94","14410.72","89","69102","1354"
"2024-08-01","TikTok Ads","Shopping","10569.8","43233.91","471","164852","6445"
"2024-10-24","Google Ads","Shopping","7555.68","107029.4","369","149064","5724"
"2024-07-06","Meta Ads","Shopping","1531.8","19601.22","71","80888","2070"
"2024-12-16","Meta Ads","Display","1347.87","7559","28","21471","753"
"2024-05-05","Meta Ads","Shopping","4999.02","22338.67","88","160182","4901"
"2024-04-01","TikTok Ads","Display","1746.16","2625.21","12","30226","1196"
"2024-07-12","Google Ads","Search","10787.74","35941.14","186","146677","7597"
"2024-06-24","Meta Ads","Shopping","2242.35","6046.11","101","74859","1661"
"2024-05-02","Google Ads","Display","11407.65","6676.28","177","127232","3867"
"2024-12-21","Google Ads","Video","8547.63","43894.09","181","83243","2821"
"2024-05-20","Meta Ads","Shopping","977.82","8382.57","113","85846","2274"
"2024-02-03","TikTok Ads","Display","14761.1","86296.01","315","150227","8683"
"2024-07-30","Google Ads","Display","3537.6","12873.07","49","50411","1320"
"2024-01-17","Google Ads","Shopping","7374.51","14567.86","57","100552","3861"
"2024-07-02","Google Ads","Display","970.83","11645.06","47","32428","603"
"2024-11-13","Google Ads","Search","3993.6","21828","91","84517","1664"
"2024-03-21","Meta Ads","Shopping","4504.7","62914.38","322","160091","4210"
"2024-06-23","Google Ads","Search","10884","17905.23","431","158778","7256"
"2024-04-16","Google Ads","Search","21601.86","135453.16","503","145284","8121"
"2024-02-04","Meta Ads","Shopping","1613.44","48413.75","182","82665","2521"
"2024-07-21","TikTok Ads","Shopping","6480.31","99930.16","540","157973","12227"
"2024-04-09","TikTok Ads","Display","2841.77","27594.33","179","48898","3193"
"2024-03-08","Google Ads","Search","28803.36","61106.18","215","185923","7827"
"2024-08-20","TikTok Ads","Search","2238.22","36559.47","273","89688","6583"
"2024-08-15","TikTok Ads","Search","357.28","871.3","24","15273","464"
"2024-03-10","Google Ads","Shopping","7839.12","26952.54","215","71107","2936"
"2024-06-30","Google Ads","Shopping","6823.44","46327.26","184","79681","2916"
"2024-03-19","Meta Ads","Video","1578.55","17697.95","59","102148","1205"
"2024-06-27","Meta Ads","Search","2663.88","20354.07","87","115540","1686"
"2024-06-13","Google Ads","Video","2081.16","7254.65","34","16766","846"
"2024-02-07","Google Ads","Display","6545.28","47765.4","297","96931","5844"
"2024-01-10","Meta Ads","Search","4785.15","69264.33","515","175574","6935"
"2024-12-08","TikTok Ads","Shopping","6399.18","35245.68","302","175330","8766"
"2024-12-30","Google Ads","Shopping","2012.01","38495.98","156","45225","2211"
"2024-09-04","Meta Ads","Shopping","1603.6","4912.79","21","79992","1055"
"2024-09-17","Meta Ads","Display","136.8","2097.34","17","23113","228"
"2024-07-31","Meta Ads","Search","1571.4","9221.61","72","39754","1164"
"2024-08-16","Google Ads","Shopping","20665.77","35918.24","163","89383","5631"
"2024-02-08","TikTok Ads","Search","8629.32","11417.91","238","128900","10273"
"2024-08-18","Google Ads","Display","14702.39","76527.74","459","179159","6593"
"2024-03-30","TikTok Ads","Display","554.3","6092.69","60","15739","1205"
"2024-03-20","Meta Ads","Shopping","1148.4","3883.09","13","25243","580"
"2024-06-07","TikTok Ads","Video","21581.2","195233.42","761","196745","13240"
"2024-11-22","Meta Ads","Search","1080.32","2663.68","26","23186","512"
"2024-10-26","Google Ads","Shopping","22329.5","44620.04","204","189480","6290"
"2024-11-11","Meta Ads","Video","1724.76","25379.08","105","112518","1597"
"2024-08-12","Google Ads","Video","17716.34","34309.56","220","116789","6586"
"2024-04-26","TikTok Ads","Search","3938.4","13519.27","63","42575","2188"
"2024-07-23","TikTok Ads","Video","3602.5","6028.08","135","51557","2882"
"2024-01-06","Meta Ads","Video","1362.75","31291.1","108","131681","1725"
"2024-05-11","Google Ads","Search","16964.64","42497.44","166","89833","4536"
"2024-12-09","Meta Ads","Shopping","7750.83","18090.29","264","116161","4379"
"2024-01-09","Google Ads","Search","2354.7","4659.21","20","53544","1670"
"2024-12-13","Meta Ads","Shopping","3921.48","19151.86","260","107126","3631"
"2024-10-29","Google Ads","Shopping","29383.65","27133.78","517","182395","8517"
"2024-10-15","Meta Ads","Video","1402.5","15452.61","81","39253","1122"
"2024-02-26","TikTok Ads","Search","6256.46","9808.76","73","109794","3886"
"2024-11-09","Google Ads","Video","3177.9","12575.02","75","27612","963"
"2024-10-13","Meta Ads","Search","1477.6","5622.21","147","61994","1847"
"2024-10-05","Google Ads","Search","2716.17","17526.62","144","48953","2447"
"2024-04-18","Google Ads","Search","511.88","1623.76","23","13484","382"
"2024-11-16","TikTok Ads","Display","935.88","11059.11","37","13255","709"
"2024-11-08","Meta Ads","Video","5170.38","57094.6","332","162889","4658"
"2024-10-28","TikTok Ads","Shopping","2010.75","2412.15","36","21972","1915"
"2024-08-20","TikTok Ads","Shopping","13190.75","133397.7","891","186136","13885"
"2024-04-28","Google Ads","Display","9311.18","19918.92","149","135171","5231"
"2024-03-27","Meta Ads","Search","5417.39","23130.95","86","176656","2897"
"2024-02-06","Google Ads","Display","7652.28","21240.9","192","51678","2966"
"2024-08-11","Meta Ads","Search","401.85","3219.77","28","26491","423"
"2024-09-15","Meta Ads","Shopping","1730.7","67036.78","299","174862","3846"
"2024-10-13","Meta Ads","Video","3202.55","9316.26","73","77353","1895"
"2024-03-17","Meta Ads","Shopping","6885.76","2393.62","49","108726","2968"
"2024-06-28","Google Ads","Search","14976.12","121588.49","636","196883","10119"
"2024-12-23","Google Ads","Search","12756.92","72041.28","266","180627","8074"
"2024-02-25","Google Ads","Video","5889.88","8900.58","34","85196","2572"
"2024-03-18","Google Ads","Video","5446.35","9234.96","91","74098","1911"
"2024-01-07","TikTok Ads","Search","20505","43676.76","592","166711","13670"
"2024-09-18","Google Ads","Video","19162.44","47970.13","193","141501","6452"
"2024-03-30","Google Ads","Video","8100.3","35667.19","121","81303","4154"
"2024-01-13","TikTok Ads","Shopping","6701.1","31406.57","196","83871","6382"
"2024-11-05","Meta Ads","Video","2150.04","22320.49","83","178013","1886"
"2024-09-10","Meta Ads","Search","1916.08","6302.54","70","160341","2228"
"2024-06-15","Google Ads","Shopping","12816.86","4652.6","112","138135","7721"
"2024-10-09","Meta Ads","Display","2078.55","5770.13","30","72500","1341"
"2024-01-28","TikTok Ads","Display","10058.4","83739.39","389","104626","9144"
"2024-11-04","Google Ads","Shopping","11002.4","22267.98","203","70107","4045"
"2024-02-22","Meta Ads","Search","3250.24","25126.44","86","63952","1451"
"2024-04-05","Meta Ads","Shopping","1086.69","7719.69","71","43148","979"
"2024-03-06","Google Ads","Shopping","15787.52","196162.94","715","193326","12334"
"2024-01-22","Meta Ads","Search","1645.78","23887.12","119","80507","2318"
"2024-01-27","Meta Ads","Search","4320.8","10684.27","55","128556","4910"
"2024-08-10","Meta Ads","Search","1340.64","6404.23","41","29055","912"
"2024-04-03","Meta Ads","Video","5775.71","13225.69","96","172517","3191"
"2024-01-18","Meta Ads","Video","3343.71","3310.43","74","84712","1473"
"2024-12-02","Google Ads","Video","8160.02","37092.55","164","115760","2558"
"2024-04-16","Google Ads","Search","10009.22","91963.37","321","187831","7306"
"2024-01-18","Meta Ads","Video","3123.09","5625.44","26","72278","2421"
"2024-10-21","Google Ads","Search","7523.72","33241.31","243","121107","3148"
"2024-08-19","Google Ads","Shopping","2305.65","10549.62","53","112930","2427"
"2024-12-14","Google Ads","Video","13519.8","33757.52","136","94767","4662"
"2024-10-28","TikTok Ads","Display","13693.85","45485.98","284","189933","13295"
"2024-09-21","Meta Ads","Shopping","935.74","12594.97","46","17281","793"
"2024-03-11","Google Ads","Video","2930.56","19679.4","72","41388","964"
"2024-11-09","Google Ads","Shopping","7341.84","39686.47","160","52083","2781"
"2024-12-02","Google Ads","Video","7585.82","6931.99","41","110109","2378"
"2024-07-26","TikTok Ads","Display","3524.07","29721.14","155","73743","1991"
"2024-07-28","Google Ads","Shopping","3969.8","21995.7","197","79189","4315"
"2024-12-13","Meta Ads","Search","9182.8","32129.87","289","179943","4174"
"2024-03-08","Google Ads","Search","1184.72","7160.99","34","22414","472"
"2024-11-07","Meta Ads","Video","3412.2","23820.26","110","107299","2585"
"2024-04-03","TikTok Ads","Shopping","2505.88","2602.57","76","68815","3172"
"2024-10-24","Google Ads","Display","14644.96","27104.12","610","164457","8321"
"2024-11-17","Google Ads","Display","11759.44","17001.07","116","105477","6391"
"2024-12-05","Google Ads","Video","11888.9","62922.41","553","160816","9745"
"2024-09-02","Google Ads","Display","1010.94","7211.31","35","23904","609"
"2024-12-30","Meta Ads","Display","3418.97","24577.78","89","60448","1493"
"2024-08-24","TikTok Ads","Video","3345.3","26087.06","195","138332","9558"
"2024-03-12","Google Ads","Video","11149.35","20140.14","91","112399","3585"
"2024-02-16","Google Ads","Video","8496.6","74348.97","272","180069","5780"
"2024-09-27","Meta Ads","Shopping","4281.17","7916.95","100","155354","3371"
"2024-05-15","Meta Ads","Shopping","1284.36","6787.22","72","163564","1946"
"2024-01-11","TikTok Ads","Display","9112.4","27684.26","161","146587","5995"
"2024-03-29","Google Ads","Display","3470.61","27833.99","127","79843","2427"
"2024-10-11","Meta Ads","Video","4688.91","8616.72","85","128245","2949"
"2024-09-26","Google Ads","Shopping","24540.3","130994.6","550","161252","8046"
"2024-01-24","TikTok Ads","Shopping","6357.48","93405.13","343","107262","5127"
"2024-05-24","Meta Ads","Video","196.94","2367.39","8","22139","458"
"2024-04-17","Meta Ads","Shopping","913.13","6289.61","40","30618","719"
"2024-12-12","Google Ads","Search","4814.22","6101.96","88","78606","3914"
"2024-02-22","Google Ads","Display","1629.13","19023.45","67","31885","1613"
"2024-08-18","TikTok Ads","Shopping","487.64","2344.33","13","11713","334"
"2024-04-04","Meta Ads","Shopping","397.57","1488.52","35","26637","479"
"2024-07-30","Google Ads","Display","5299.66","16115.2","112","44387","1886"
"2024-01-03","Meta Ads","Search","5518.2","12147.08","87","91392","2705"
"2024-09-24","TikTok Ads","Search","1027.18","9946.57","74","31727","2233"
"2024-08-23","Meta Ads","Shopping","2744.56","1813.36","26","154676","1624"
"2024-08-14","Meta Ads","Shopping","5231.58","24344.87","157","122710","5129"
"2024-12-22","TikTok Ads","Search","21841.26","121361.12","1133","194117","16422"
"2024-02-03","TikTok Ads","Shopping","2086.24","6284.67","119","23043","1534"
"2024-02-23","Google Ads","Search","1377.88","6226.83","28","21198","703"
"2024-06-20","Meta Ads","Display","4918.81","53669.78","183","132208","3133"
"2024-02-16","Meta Ads","Shopping","1513.12","5591.9","39","19040","784"
"2024-03-15","Google Ads","Display","5535","86412.59","356","157270","5535"
"2024-01-07","Google Ads","Video","4975.14","4216.81","60","33433","1698"
"2024-03-27","Meta Ads","Video","4023","6510.51","155","94786","2682"
"2024-04-25","Meta Ads","Display","4143.36","25541.81","151","144895","2158"
"2024-12-10","Meta Ads","Display","3478.2","26935.06","127","57996","1705"
"2024-09-02","Google Ads","Shopping","15050.02","15403.3","155","154631","4793"
"2024-02-28","Meta Ads","Video","3357.95","20195.05","94","56209","1405"
"2024-07-06","TikTok Ads","Video","6736.81","51799.95","996","187411","15667"
"2024-09-10","Google Ads","Video","6400.44","11413.39","50","46583","2319"
"2024-03-09","Meta Ads","Display","604.73","902.7","19","17438","371"
"2024-03-11","Google Ads","Video","16777.53","15407.61","134","122784","6237"
"2024-09-08","Meta Ads","Shopping","1526.62","6146.93","32","151730","2063"
"2024-08-20","Google Ads","Search","3636.93","36561.1","234","83498","3531"
"2024-10-21","TikTok Ads","Shopping","20277.33","76238.77","504","194060","11721"
"2024-03-17","Google Ads","Shopping","3119.28","2408.76","30","30118","951"
"2024-03-05","Meta Ads","Search","1724","8894.16","59","88904","1724"
"2024-12-18","Google Ads","Display","12995.36","24856.01","163","119911","4592"
"2024-05-22","Meta Ads","Search","10319.34","16883.49","70","184702","5134"
"2024-04-11","Meta Ads","Video","138.6","490.6","3","5209","198"
"2024-06-19","Meta Ads","Display","1525.92","4879.02","46","88717","816"
"2024-08-06","Google Ads","Shopping","14527.26","104420.05","476","146788","6003"
"2024-01-30","Google Ads","Video","9483.06","12653.72","190","89052","2591"
"2024-10-29","Google Ads","Shopping","4971.48","14817.7","141","46971","2437"
"2024-09-26","Meta Ads","Shopping","10695","13470.33","400","185419","7750"
"2024-06-27","Google Ads","Display","6045.56","4868.51","18","36391","1684"
"2024-04-03","Google Ads","Display","10108.3","8952.89","284","169575","3730"
"2024-07-24","Google Ads","Video","10008.25","62250.35","357","146656","5719"
"2024-05-25","Google Ads","Display","17741.27","8852.61","83","116972","6269"
"2024-11-17","Meta Ads","Search","861.72","7132.56","34","45664","516"
"2024-12-15","Meta Ads","Shopping","4907","46752.65","164","125759","2804"
"2024-03-24","Google Ads","Shopping","1968.68","2995.39","78","26529","1106"
"2024-12-13","TikTok Ads","Shopping","9398.58","22499.92","89","114863","5766"
"2024-10-24","Meta Ads","Display","10293.24","52725.19","221","171353","5534"
"2024-12-22","Meta Ads","Shopping","2657.34","1909.73","23","49522","1554"
"2024-05-03","Google Ads","Search","10792.96","40442.85","406","136135","7936"
"2024-05-11","Meta Ads","Video","13928.52","13163.33","435","172108","6109"
"2024-10-24","TikTok Ads","Video","13749.84","109401","612","193151","12168"
"2024-06-21","TikTok Ads","Display","5142","26733.75","137","102519","4285"
"2024-09-06","Google Ads","Shopping","3864","1685.69","34","36092","1050"
"2024-09-01","TikTok Ads","Video","334.08","2224.48","11","6628","261"
"2024-03-23","Meta Ads","Video","1096.52","2098","7","28593","694"
"2024-06-03","Meta Ads","Search","7609.24","24004.25","275","186845","4204"
"2024-08-14","Meta Ads","Search","334.95","509.29","7","25930","609"
"2024-10-26","Google Ads","Display","10230.07","67007.76","224","114914","3803"
"2024-09-27","Google Ads","Display","1359.62","2728.57","43","34652","866"
"2024-02-21","Google Ads","Display","16380.52","20065.19","120","136585","5668"
"2024-11-23","Google Ads","Display","20863.8","18207.05","87","192822","6228"
"2024-12-30","Google Ads","Search","1214.58","16951.52","87","63738","1306"
"2024-02-28","Google Ads","Search","4581.71","1968.12","33","28267","1769"
"2024-04-04","Meta Ads","Display","1151.15","14890.27","96","42606","1495"
"2024-01-22","TikTok Ads","Display","8021.76","50787.7","663","120409","8356"
"2024-05-04","TikTok Ads","Display","11489.9","23286.47","289","120210","6455"
"2024-08-07","Meta Ads","Search","1396.21","50567.51","211","96360","3247"
"2024-04-22","TikTok Ads","Shopping","13683.04","31194.26","266","186006","9002"
"2024-10-14","Google Ads","Shopping","7196.7","21503.08","110","34036","2086"
"2024-02-10","TikTok Ads","Shopping","13080.8","83458.18","304","116709","6640"
"2024-06-05","Meta Ads","Shopping","3338.88","21637.86","115","98276","2368"
"2024-09-19","Google Ads","Shopping","5766.65","15175.48","57","162353","3977"
"2024-12-05","Meta Ads","Search","2962.44","58627.34","223","129790","5697"
"2024-12-18","Google Ads","Video","14697.76","26098.46","141","184982","4772"
"2024-08-16","Google Ads","Search","3975.72","98987.51","336","166673","4733"
"2024-06-05","Google Ads","Video","7072.29","56329.34","249","109148","3951"
"2024-12-26","Google Ads","Video","16506.32","32171.36","178","173700","7208"
"2024-04-27","Meta Ads","Video","3303.15","11186.61","51","173001","3477"
"2024-01-29","Meta Ads","Search","647.4","4508.39","27","56534","1079"
"2024-12-15","Google Ads","Search","5333.92","78186.23","265","58520","3604"
"2024-09-10","Google Ads","Video","8107.95","8971.28","39","111071","2865"
